Διελαύνων Πλανήτης ,Γενέθλιος Πλανήτης,Όψη,Τίτλος,Κειμενο
mars,sun,180,Διελαύνων Άρης σε αντίθεση με τον γενέθλιο Ήλιο,"Με την σημερινή διέλευση καλό είναι να έχεις τα μάτια σου ανοιχτά και να μην εμπλακείς σε καταστάσεις που δεν σε αφορούν. Παράλληλα, θα χρειαστεί να διατηρήσεις διακριτικό προφίλ και αν αποπειραθείς να δρομολογήσεις τους στόχους σου, καλύτερα να τους κρατήσεις για σένα και να μην τους μοιραστείς με οποιονδήποτε, ούτε καν τα βήματα που ακολουθείς για να πραγματώσεις το πρόγραμμα σου. Σε προσωπικό και επαγγελματικό επίπεδο, οι άνθρωποι που θα συναναστρέφεσαι θα γίνονται εριστικοί απέναντι σου, επομένως προσπάθησε να μην εκνευρίζεσαι από αυτές τις συμπεριφορές και ακολούθα την πορεία σου."
mars,sun,120,Διελαύνων Άρης σε τρίγωνο με τον γενέθλιο Ήλιο,"Σήμερα θα έχεις την αίσθηση ότι μπορείς να πραγματώσεις πολλά πράγματα τα οποία έχεις στο μυαλό σου και να ξέρεις ότι θα το κάνεις. Οι συνθήκες θα είναι εξαιρετικά βοηθητικές και οι παράγοντες σε προσωπικό και επαγγελματικό επίπεδο δεν πρόκειται να σταθούν εμπόδιο στην εξελικτική σου πορεία. Αυτό συμβαίνει διότι η προσωπική σου έκφραση έρχεται σε πλήρη συνεργασία με την δημιουργικότητα σου, δεν θα διακατέχεσαι από βιαστικά συναισθήματα όπως παρορμητισμός ή ενθουσιασμός, κάτι που θα σε βοηθήσει σε όλους τους τομείς."
mars,sun,60,Διελαύνων Άρης σε εξάγωνο με τον γενέθλιο Ήλιο,"Μπορείς να ολοκληρώσεις με επιτυχία πολλά πράγματα τα οποία έχεις στο μυαλό σου σήμερα τόσο σε προσωπικό όσο και σε επαγγελματικό επίπεδο. Κάτι που χρειάζεται να έχεις όμως κατά νου για την σημερινή μέρα είναι να διαχειριστείς τον χρόνο και τις προτεραιότητες που θέτεις στο πρόγραμμα σου καταλλήλως, ώστε να μην εκτοπιστείς από την πορεία που έχεις χτίσει μέχρι τώρα. Αυτό δεν σημαίνει απαραίτητα ότι θα αποτύχεις αλλά επιβάλλεται να βάλεις τα δυνατά σου αν θέλεις να προχωρήσεις ακόμη περισσότερο σε κάθε τομέα της ζωής σου.  "
mars,sun,90,Διελαύνων Άρης σε τετράγωνο με τον γενέθλιο Ήλιο,"Η σημερινή μέρα θα εμφανίσει ποικιλόμορφες δυσκολίες σε κάθε φάση της καθημερινότητας σου. Σε πρώτο επίπεδο θα διακατέχεσαι από μία εσωτερική σύγχυση και μία υπερένταση, όπου με το που χρειαστεί να συναναστραφείς κόσμο εσύ θα αντιδράς απέναντι τους είτε έχεις δίκιο είτε άδικο. Η εφαρμογή αυτή θα γίνει και σε προσωπικό και επαγγελματικό επίπεδο, επομένως κάτι που μπορείς να κάνεις για να μην βρεθείς ανάμεσα σε εντάσεις που δεν χρειάζονται, είναι να διατηρήις χαμηλό προφίλ και να συμμετέχεις πρακτικά, μόνο σε πράγματα που δύνασαι να συνεισφέρεις. "
mars,sun,150,Διελαύνων Άρης σε χιαστί με τον γενέθλιο Ήλιο,"Η σημερινή μέρα θα χαρακτηρίζεται από αμφίσημα μηνύματα και θα υπάρχει μία έλλειψη συντονισμού εκ μέρους σου με την καθημερινότητα σου. Κάθε περιβάλλον που θα βρίσκεσαι θα το λαμβάνεις σαν εχθρικό, κι αυτό θα συμβαίνει διότι οι άνθρωποι που θα αποτελούν το σύνολο του χώρου θα σου το εκπέμπουν ούτως ή άλλως, κάτι που θα σου προκαλέσει σύγχυση και εκνευρισμό. Σε προσωπικό και επαγγελματικό επίπεδο δηλαδή, το κατάλληλο που θα έχεις να κάνεις είναι να κινείσαι πρακτικά και διακριτικά, έχοντας χαμηλό προφίλ. Μόλις περάσει η επιρροή αυτής της όψης μπορείς να δρομολογήσεις ξανά τους στόχους σου.  "
mars,sun,30,Διελαύνων Άρης σε ημιεξάγωνο με τον γενέθλιο Ήλιο,"Εάν έχεις θέσει πολλούς στόχους τους οποίους επιθυμείς να τους δρομολογήσεις σήμερα, βρίσκεσαι σε καλή περίοδο. Μπορείς να βρεις υποστήριξη από ανθρώπους που βρίσκονται δίπλα σου, είτε σε προσωπικό είτε σε επαγγελματικό επίπεδο οι οποίοι θα σου παρέχουν κάθε είδους εργαλεία και συμβουλές, αρκεί να το ζητήσεις. Εκ μέρους σου τώρα, αυτό που καλείσαι να αναγνωρίσεις από αυτή την όψη είναι να βασίζεσαι στις δυνάμεις σου, να μην οδηγείσαι στην παθητικότητα και στον γρήγορο κορεσμό και εν τέλει, να πραγματώνεις τους στόχους σου με όλες τις δυνάμεις σου. "
mars,sun,72,Διελαύνων Άρης σε πεντάγωνο με τον γενέθλιο Ήλιο,"Πρόκειται για μία ιδανική διέλευση η σημερινή, καθώς η έμπνευση θα βρίσκεται παντού κι εσύ θα προσπαθείς να ""ρουφήξεις"" το μεδούλι από οτιδήποτε σε εντυπωσιάζει. Η δρομολόγηση προσωπικών και επαγγελματικών στόχων έχουν την ιδιότητα να βρίσκουν τόπο πραγμάτωσης και η επιδίωξη τους επιτυγχάνεται παραγωγικά και διεξοδικά. Παράλληλα, διαφαίνεται ότι και στην προσωπική σου ζωή μπορείς να βρεις την ευτυχία με βάση τα φαινόμενα που θα παρουσιαστούν στον δρόμο σου. "
mars,sun,45,Διελαύνων Άρης σε ημιτετράγωνο με τον γενέθλιο Ήλιο,"Η σημερινή μέρα θα χαρακτηρίζεται από πολλές δυσκολίες σε κάθε φάσμα στους τομείς της ζωής σου. Θα προσπαθείς εκ μέρους σου να συντονιστείς με τους ανθρώπους που θα σε περιβάλλουν σε οποιονδήποτε χώρο και αν βρεθείς, να είσαι όμως σε εσωτερική ετοιμότητα, καθώς θα γίνονται ιδιαίτερα εριστικοί και προκλητικοί απέναντι σου κάνοντας την επιρροή της όψης ακομη πιο δύσκολη. Αυτό που καλείσαι να κάνεις με την σημερινή όψη είναι να μην προβείς σε παρορμητικές κινήσεις, να ζυγίζεις ορθά τα πράγματα πριν πάρεις μία απόφαση, και το πιο σημαντικό να μην δίνεις ούτε αφορμή, ούτε όμως και την προσοχή σου σε τις κακές γλώσσες."
mars,sun,135,Διελαύνων Άρης σε ενάμιση τετράγωνο με τον γενέθλιο Ήλιο,"Δυσκολίες συναισθηματικού επιπέδου πρόκειται να αντιμετωπίσεις σήμερα, κάτι που θα περιορίσει την προσωπική σου έκφραση σε κάθε επίπεδο της καθημερινότητας σου. Θα οδηγηθείς σε εσωτερικό αδιέξοδο, καθώς σε οποιοδήποτε περιβάλλον κι αν τύχει να βρεθείς, είτε προσωπικό είτε επαγγελματικό, θα χαρακτηρίζεται από εριστικότητα και θα σε προκαλεί σε οτιδήποτε. Αυτό που καλείσαι να αναγνωρίσεις από την σημερινή επιρροή είναι να θέσεις τις κατάλληλες προτεραιότητες στο πρόγραμμα σου και να κινείσαι με βάση αυτό, αγνοώντας οποιονδήποτε σε αμφισβητήσει ή σε χλευάσει. "
mars,moon,0,Διελαύνων Άρης σε σύνοδο με την γενέθλια Σελήνη,"Η προσωπική σου διάθεση για την σημερινή μέρα θα χαρακτήριζεται ιδιαίτερα προκλητική και εριστική. Να ξέρεις ότι αυτή η συμπεριφορά εάν επαναλαμβάνεται μόνιμα και είναι η μόνη σου επιλογή, θα έχει σαν αποτέλεσμα τις συνεχείς εντάσεις και σε προσωπικό και σε επαγγελματικό επίπεδο. Καλείσαι να αντιμετωπίσεις αυτή την εσωτερική σύγχυση και από το να αντιδράς απότομα, να αξιοποιείς αυτή την συναισθηματική ενεργητικότητα για να διεκπεραιώνεις τους προσωπικούς σου στόχους αλλά και οτιδήποτε σε απασχολεί. Αυτό σημαίνει ότι χρειάζεται να μείνεις μακριά από διαπληκτισμούς και παρορμητικές κινήσεις. "
mars,moon,180,Διελαύνων Άρης σε αντίθεση με την γενέθλια Σελήνη,"Υψηλή υπερένταση και τεταμένο θα είναι το κλίμα σε κάθε περιβάλλον που θα τύχει να βρίσκεσαι, και το ίδιο εριστικοί θα είναι και οι άνθρωποι που θα αποτελούν αυτούς τους χώρους. Θα προσπαθείς να βρεις μία ισορροπία διότι σε επηρεάζει άμεσα σε συναισθηματικό επίπεδο, η συνεχόμενη τριβή όμως με αυτά τα δεδομένα μόνο βοηθητική δεν θα είναι. Οι εντάσεις και οι διαπληκτισμοί δεν θα αποφευχθούν με τον έναν ή με τον άλλον τρόπο εξαιτίας της συναισθηματικής θολούρας που θα έχουν άπαντες, είτε υπάρχει το δίκαιο είτε όχι. "
mars,moon,120,Διελαύνων Άρης σε τρίγωνο με την γενέθλια Σελήνη,"Η διάθεση σου θα χαρακτηρίζεται από ένα έντονο συναισθηματικό και ενεργειακό πεδίο, κάτι που θα έχει σαν επερχόμενο την θετική έκβαση των στόχων σου καθώς και την πλήρη αξιοποίηση των ευκαιριών που θα σου παρουσιαστούν. Σε συναισθηματικό αλλά και οικονομικό επίπεδο να αναμένεις αισιόδοξες εξελίξεις, καθώς φαινόμενα που θα εμφανιστούν θα σου δώσουν μία αναζωογονητική ανάσα. Παράλληλα, η δημοφιλία σου αυξάνεται και θα κάνεις γνωριμίες με άτομα κύρους. "
mars,moon,60,Διελαύνων Άρης σε εξάγωνο με την γενέθλια Σελήνη,"Η σημερινή διέλευση θα σου φέρει πολλές θετικές εκπλήξεις, από την ιδιωτική σου ζωή μέχρι και την εργασία σου. Η δημοφιλία σου αυξάνεται κι αυτό γιατί γίνεσαι αγαπητό άτομο με την ζεστή και φιλική αύρα που θα εκπέμπεις, κάτι που σου φέρνει δυνατές γνωριμίες με άτομα κύρους. Αυτό που αισθάνεσαι το εκφράζεις προς τα έξω χωρίς αναστολές, ενώ παράλληλα σέβεσαι σε μεγάλο βαθμό τον περίγυρο σου, επομένως η ατομική σου έκφραση θα βρίσκεται σε πλήρη εναρμόνιση σε κάθε περιβάλλον, είτε επαγγελματικό, είτε προσωπικό."
mars,moon,90,Διελαύνων Άρης σε τετράγωνο με την γενέθλια Σελήνη,"Η ενεργητικότητα σου εκεί που θα βρίσκεται στα ύψη, αυτόματα θα πέφτει κάθετα, κάτι που θα σου δημιουργήσει συναισθηματική ανισορροπία και κούραση. Σε προσωπικό - οικογενειακό επίπεδο, οι συνθήκες του χώρου αλλά και οι άνθρωποι που θα αποτελούν μέλη αυτού του χώρου, θα εκφράζονται και θα κινούνται εκπέμποντας αμφίσημα μηνύματα, κι αυτό σημαίνει εντάσεις και δυσκολίες στην προσπάθεια της συνεννόησης και της έκφρασης. Εξίσου δυσαρμονικά θα είναι και οι ρυθμοί στην εργασία, ενώ εάν είσαι στην αναζήτηση εργασίας θα δυσκολευτείς να βρεις μία σταθερότητα."
mars,moon,150,Διελαύνων Άρης σε χιαστί με την γενέθλια Σελήνη,"Θα αντιμετωπίσεις σήμερα δυσκολίες στην συναισθηματική σου έκφραση, τόσο σε προσωπικό όσο και σε επαγγελματικό επίπεδο. Εξαιτίας αυτής της σύγχυσης και της θολούρας, δεν θα είσαι σε θέση να δρομολογήσεις με ορθότητα και συνέπεια τους στόχους σου, επομένως θα ήταν καλύτερα να αποφύγεις την επιδίωξη τους. Παράλληλα, ο παρορμητισμός θα σε εξωθήσει σε περιττά και ριψοκίνδυνα ρίσκα, ιδίως στον οικονομικό και στον επαγγελματικό τομέα, οπότε να έχεις τα μάτια σου ανοιχτά. "
mars,moon,30,Διελαύνων Άρης σε ημιεξάγωνο με την γενέθλια Σελήνη,"Η επιρροή αυτής της διέλευσης θα σου φέρει γνωριμίες με άτομα κύρους, τα οποία θα σου παρουσιάσουν ευκαιρίες για εξέλιξη στην δρομολόγηση των στόχων σου, τόσο σε οικογενειακό όσο και σε επαγγελματικό επίπεδο. Τα οικονομικά σου θα μπουν σε ένα πρόγραμμα μέσω της αναθεώρησης της διαχείρισης τους, αλλά θα πρέπει να είσαι σε θέση να αντιμετωπίσεις πιθανόν οικονομικές εκκρεμότητες. Τέλος, αλλαγές και εξελίξεις που αναμένεις στον ερωτικό τομέα θα έρθουν, δεν θα είναι όμως η άμεση προτεραιότητα σου."
mars,moon,72,Διελαύνων Άρης σε πεντάγωνο με την γενέθλια Σελήνη,"Η επιρροή της σημερινής διέλευσης είναι ιδιαίτερα παραγωγική για σένα, καθώς θα σου φέρνει κυριολεκτικά μπροστά σου ευκαιρίες για εξέλιξη τόσο σε προσωπικό - οικογενειακό επίπεδο όσο και στο επαγγελματικό. Όσον αφορά τον οικονομικό τομέα, η πορεία τους αναμένεται θετική, και ίσως αποκτήσετε νέο εισόδημα μέσω της μητέρας ή του θηλυκού φύλου. Παράλληλα, η δημοφιλία σου αυξάνεται και σου φέρνει δυνατές γνωριμίες με άτομα κύρους. "
mars,moon,45,Διελαύνων Άρης σε ημιτετράγωνο με την γενέθλια Σελήνη,"Παρόλο που σήμερα θα διακατέχεσαι από μία ενστικτώδη ανάγκη για να εκφράσεις τα εσωτερικά σου συναισθήματα και να εξωτερικεύσεις αυτό που πραγματικά σκέφτεσαι, οι συνθήκες της καθημερινότητας θα σου ανατρέψουν κάθε πιθανή προσπάθεια. Αυτό θα έχει αρνητικές επιπτώσεις στην καθημερινότητα, τόσο σε ιδιωτικό όσο και σε επαγγελματικό επίπεδο, από την δρομολόγηση των στόχων σου μέχρι και την έλλειψη εξέλιξης στον προσωπικό - ερωτικό τομέα. "
mars,moon,135,Διελαύνων Άρης σε ενάμιση τετράγωνο με την γενέθλια Σελήνη,"Με την σημερινή διέλευση θα αισθάνεσαι ότι από την μία ο κόσμος είναι δικός σου και θα πράττεις σαν ηγέτης, ενώ παράλληλα θα νιώθεις μία αποξένωση από τον υπόλοιπο κόσμο και ότι αυτός θα σου οφείλει πράγματα, ακόμη κι αν δεν ασχολήθηκε μαζί σου. Αυτό που καλείσαι να κατανοήσεις μέσα από την σημερινή επιρροή, είναι ότι η απουσία εμπιστοσύνης στις δυνάμεις σου και η επιλογή του παρορμητισμού, αποτελούν την κάκιστη επιλογή για σένα αν θέλεις όντως να εξελιχθείς. "
mars,mercury,0,Διελαύνων Άρης σε σύνοδο με τον γενέθλιο Ερμή,"Το γεγονός ότι σήμερα το νευρικό σου σύστημα θα είναι αρκετά ευαισθητοποιημένο, πρόκειται για ένα σημαντικό χαρακτηριστικό που θα επηρεάσει άμεσα τις επιλογές και τις κινήσεις σου, τόσο σε προσωπικό όσο και σε επαγγελματικό επίπεδο. Οι ειδήσεις που θα σου μεταφέρουν σε επηρεάζουν άμεσα σε ατομικό επίπεδο μεταμορφώνοντας ποικιλόμορφα την κριτική σου σκέψη, ενώ θα περιέχουν πληροφορίες για εναλλακτικές επιλογές και λύσεις για την επιδίωξη των στόχων σου."
mars,mercury,180,Διελαύνων Άρης σε αντίθεση με τον γενέθλιο Ερμή ,"Η σημερινή διέλευση σε επηρεάζει άμεσα τόσο σε συναισθηματικό όσο και σε νευρικό επίπεδο, καταστώντας τα συστήματα σου ευαίσθητα και εύκολα να επηρεαστούν. Οι ειδήσεις που θα σου μεταφέρουν θα χαρακτηρίζονται από αμφίσημα μηνύματα, κάτι που θα θολώσει την νοητική σου διαύγεια και την κριτική σου σκέψη. Σαν επερχόμενο αυτού, θα σε οδηγήσει στην ανάληψη περιττών ρίσκων και παρορμητικών κινήσεων, οπότε να δώσεις προσοχή."
mars,mercury,120,Διελαύνων Άρης σε τρίγωνο με τον γενέθλιο Ερμή ,"Μπορείς να επιτύχεις πολλά πράγματα σήμερα και να πραγματώσεις όσους στόχους έχεις κατά νου, λόγω του ότι οι συνθήκες θα είναι ευνοϊκές. Παράλληλα, θα σου μεταφερθούν ειδήσεις οι οποίες σε επηρεάζουν άμεσα σε προσωπικό αλλά και επαγελματικό επίπεδο, τροποποιώντας τις συνθήκες τόσο σε καθημερινό όσο και σε μακροπρόθεσμο φάσμα. Οι εξελίξεις που αναμένεις θα στεφθούν με επιτυχία, επομένως μην παρατήσεις ημιτελή όσα ανέλαβες. "
mars,mercury,60,Διελαύνων Άρης σε εξάγωνο με τον γενέθλιο Ερμή,"Πρόκειται για μία θετική διέλευση η σημερινή, καθώς σου φέρνει ένα κύμα ανανέωσης και αναζωογόνησης σε προσωπικό αλλά και σε εργασιακό επίπεδο. Η δράση σου και η ενεργητικότητα σου θα χαρακτηρίζονται από νευρικότητα αλλά όχι από αυτή που θα προκαλέσει εκνευρισμό, δηλαδή θα είσαι σε θέση να δρομολογήσεις σε πρακτικό επίπεδο όσα έχεις κατά νου, βάζοντας την ορθή προτεραιότητα στα βήματα προς την επίτευξη των στόχων σου. "
mars,mercury,90,Διελαύνων Άρης σε τετράγωνο με τον γενέθλιο Ερμή,"Η επιρροή αυτής της διέλευσης είναι κάπως ριψοκίνδυνη όσον αφορά την υγεία του νευρικού σου συστήματος, για τον λόγο του ότι θα είναι αρκετά ευαισθητοποιημένο καταστώντας το ευάλωτο σε εξωτερικές επιρροές. Χρειάζεται να δομήσεις την κριτική σου σκέψη και να προτρέψεις τον εαυτό σου να αναλογίζεται με την λογική, διότι μπορεί να φτάσεις σε σημείο να πεις αλλά και να κάνεις πράγματα για τα οποία αργότερα να μετανιώνεις, είτε σε προσωπικό είτε σε επαγγελματικό επίπεδο. "
mars,mercury,150,Διελαύνων Άρης σε χιαστί με τον γενέθλιο Ερμή,"Προσοχή χρειάζεται η σημερινή μέρα, διότι εξαιτίας του νευρικού παρορμητισμού που θα σε διακατέχει θα έχεις ροπή προς την πρόκληση ατυχημάτων. Σε προσωπικό αλλά και επαγγελματικό επίπεδο, θα σου μεταφερθούν ειδήσεις οι οποίες εξαιτίας της άμεσης επιρροής τους προς το άτομο σου, θα σου δημιουργήσουν μεγάλη ανασφάλεια κάτι που θα έχει σαν επερχόμενο την θόλωση της κριτικής σου σκέψης. Έχε τα μάτια σου ανοιχτά και πρόσεχε να μην οδηγηθείς στον νοητικό εγκλωβισμό. "
mars,mercury,30,Διελαύνων Άρης σε ημιεξάγωνο με τον γενέθλιο Ερμή,"Η σημερινή μέρα θα είνα ανάμεικτη, τόσο στα συναισθήματα αλλά και στις σκέψεις που θα σε οδηγήσει να κάνεις. Οι συνθήκες σε εργασιακό αλλά και επαγγελματικό επίπεδο θα είναι αμφίσημες, δηλαδή μπορεί να παρουσιάσει εξωτερική ροή και ομαλότητα, αλλά έμμεσα να υποβόσκει μία εσωτερική αναταραχή προκαλώντας εντάσεις και θολώνοντας την κριτική σκέψη. Χρειάζεται να είσαι στην θέση να αναγνωρίσεις ποιες είναι οι κατάλληλες επιλογές που μπορείς να κάνεις και οι οποίες ορθολογικά θα σου δώσουν φτερά για να εξελιχθείς. "
mars,mercury,72,Διελαύνων Άρης σε πεντάγωνο με τον γενέθλιο Ερμή,"Μπορείς να πετύχεις πολλά στοχεύοντας τον ουρανό, αλλά η πρακτική σου δράση και προσέγγιση θα είναι το σημερινό κλειδί, το οποίο θα αποτελέσει τον κύριο παράγοντα στην δόμηση της κριτικής σου σκέψης και σαν επακόλουθο θα έχει την προώθηση των ορθών επιλογών σου ως προς την επίτευξη των στόχων σου. Παράλληλα, η πνευματική οξυδέρκεια και η διάθεση σου για συνεχή έρευνα, θα σε φέρει σε πλήρη συγχώνευση με την ορθολογική δραστηριοποίηση, φέρνοντας εξελίξεις τόσο σε προσωπικό όσο και σε επαγγελματικό επίπεδο. "
mars,mercury,45,Διελαύνων Άρης σε ημιτετράγωνο με τον γενέθλιο Ερμή,"Η σημερινή διέλευση θα είναι δύσκολη για εσένα, διότι είτε βρεθείς στην εργασία σου, είτε στον ιδιωτικό σου χώρο, οι άνθρωποι που θα τύχει να συναναστραφείς θα σου δημιουργήσουν συναισθήματα ανταγωνισμού αλλά και παρορμητικής διάθεσης. Στο χέρι σου θα είναι να αξιοποιήσεις την νευρική σου ενέργεια και την κριτική σου σκέψη ώστε να φτάσεις στο σημείο να αναγνωρίσεις ποια είναι η χρυσή τομή στην επίτευξη της ισορροπίας, ιδίως ως προς την εξέλιξη των προσωπικών σου στόχων. "
mars,mercury,135,Διελαύνων Άρης σε ενάμιση τετράγωνο με τον γενέθλιο Ερμή,"Η διάθεση σου θα χαρακτηρίζεται από νευρική υπερένταση αλλά η συχνή εξώθηση του εαυτού σου σε περιττές δραστηριότητες θα σε οδηγήσει στην νευρική σου κατάπτωση εάν δεν δώσεις προσοχή. Θα σου μεταφερθούν ειδήσεις οι οποίες θα αλλάξουν την αντιμετώπιση σου ως προς την καθημερινή σου εργασία αλλά και ως προς την προσωπική σου ζωή. Ένας καλός και χρήσιμος οδηγός για την σημερινή μέρα είναι να διατηρήσεις τον παρορμητισμό και την νοητική εξάντληση μακριά από τις επιλογές σου, και να ασχοληθείς κυρίως με την πρακτική δραστηριοποίηση. "
mars,venus,0,Διελαύνων Άρης σε σύνοδο με την γενέθλια Αφροδίτη,"Η όψη της σημερινής μέρας είναι άκρα ερωτική και ενεργειακή σε σημείο που φτάνει στο απόγειο της. Εάν φλερτάρεις με την μοναξιά θα κάνεις γνωριμίες οι οποίες θα σου αλλάξουν την καθημερινότητα σε τέτοιο επίπεδο, όπου θα σε εκπλήσσει θετικά και διαρκώς. Εάν βρίσκεσαι σε σχέση, η πορεία της θα είναι ιδιαίτερα ευνοϊκή, καθώς η επιρροή της διέλευσης θα σε φέρει πιο κοντά με το ταίρι σου, τόσο σε σωματικό όσο και σε ψυχικο επίπεδο. Παράλληλα, χρειάζεται να δείξεις προσοχή στην διαχείριση των οικονομικών σου."
mars,venus,180,Διελαύνων Άρης σε αντίθεση με την γενέθλια Αφροδίτη ,"Με την σημερινή διέλευση θα χρειαστεί να αντιμετωπίσεις σε πρώτη φάση τα συναισθήματα σου αλλά και τις επιθυμίες σου. Εάν βρίσκεσαι σε σχέση, να ξέρεις ότι θα εμφανιστούν δυσκολίες και εντάσεις, οτιδήποτε υπήρχε κρυφό μεταξύ σου και του ερωτικού ταιριού σου θα έρθει στην επιφάνεια φέρνοντας το επιπεδο της σχέσης σε κρίσιμο στάδιο. Εάν ακόμη κάνεις παρέα με την μοναξιά, χρειάζεται να έχεις υπόψιν σου ότι χρειάζεται να βρεις την ισορροπία μέσα σου και ύστερα να αναζητήσεις μία ερωτική εξέλιξη. Θα αισθάνεσαι μεγάλο μπέρδεμα, κάτι που θα έχει σαν επερχόμενο την αλόγιστη παρόρμηση και την εξώθηση σε ρίσκα, είτε ερωτικού, είτε οικονομικού χαρακτήρα."
mars,venus,120,Διελαύνων Άρης σε τρίγωνο με την γενέθλια Αφροδίτη,"Η διάθεση σου θα είναι ιδιαίτερα ερωτική και γεμάτη ενέργεια αγγίζοντας μέγιστες τιμές. Αυτό θα σε βοηθήσει στο να δημιουργήσεις ένα κανάλι έκφρασης της ενεργητικότητας σου σε συνεργασία με την αρμονία και την επιδίωξη της ομορφιάς εκ μέρους σου, μία συγχώνευση η οποία είτε σε προσωπικό - ερωτικό αλλά και επαγγελματικό - οικονομικό επίπεδο θα σου φέρει τις εξελίξεις στους στόχους που δρομολογείς. Είναι ένα αρκετά παραγωγικό διάστημα για σένα σε κάθε τομέα της ζωής σου. "
mars,venus,60,Διελαύνων Άρης σε εξάγωνο με την γενέθλια Αφροδίτη ,"Πολλές θετικές εξελίξεις θα παρατηρήσεις σε αισθηματικό και σε οικονομικό επίπεδο με την σημερινή διέλευση. Γενικά θα σου παρουσιαστούν διάφορες ευκαιρίες, τις οποίες και θα αξιοποιήσεις πλήρως καθώς θα βρίσκεσαι σε συναισθηματική και σωματική εγρήγορση, είτε πρόκειται για τον προσωπικό, τον επαγγελματικό ή τον οικονομικό τομέα. Καλή μέρα για να περάσεις ερωτικές στιγμές με την σχέση σου, ενώ εάν φλερτάρεις παρέα με την μοναξιά, θα κάνεις γνωριμίες με άτομα που θα σου αλλάξουν την καθημερινότητα σου προς το καλύτερο. "
mars,venus,90,Διελαύνων Άρης σε τετράγωνο με την γενέθλια Αφροδίτη ,"Ο συναισθηματικός σου κόσμος σήμερα θα βρίσκεται σε φάση άμυνας αλλά και ανταγωνισμού έναντι στην ομαλή δράση. Θα αντιδράς σπασμωδικά και παρορμητικά στις διαπροσωπικές σου σχέσεις και στις επαγγελματικές σου συνεργασίες, η απουσία των συνθηκών συνεννόησης όμως θα δυσχεραίνουν ακόμη περισσότερο αυτό το φαινόμενο και από την απέναντι πλευρά. Είτε έχεις κάποια ερωτική δέσμευση είτε όχι, πρόκειται για μία αμφίσημη μέρα αν περιμένεις κάποια εξέλιξη σε αυτό τον τομέα, κι αυτό θα γίνεται διότι θα ασχολείσαι με περιττά και τοξικά πράγματα από το να επιφέρεις την δραστική αλλαγή που θα σε ωφελήσει, ακόμη και στον οικονομικό τομέα.  "
mars,venus,150,Διελαύνων Άρης σε χιαστί με την γενέθλια Αφροδίτη ,"Συναισθηματική σύγχυση και έλλειψη συντονισμού θα αποτελέσουν τα βασικά χαρακτηριστικά της σημερινής μέρας και από τους ανθρώπους που θα τύχει να έρθεις σε επικοινωνία, αλλά και εκ μέρους σου. Οι εργασιακές και οι οικονομικές συνθήκες θα περάσουν από χίλια κύματα σήμερα, επομένως προσπάθησε να μην εξωθήσεις τον εαυτό σου σε περιττά και παρορμητικά ρίσκα. Το ίδιο θα ισχύει και για την ερωτική σου ζωή, είτε έχεις σχέση είτε όχι. "
mars,venus,30,Διελαύνων Άρης σε ημιεξάγωνο με την γενέθλια Αφροδίτη ,"Σχετικά ομαλή θα είναι η έκβαση της σημερινής μέρας, καθώς η δυσαρμονία ή η έλλειψη της έκφρασης των αισθημάτων θα απέχουν κατά πολύ. Θα μπορείς να δρομολογήσεις στόχους στον προσωπικό - ερωτικό, τον οικονομικό αλλά και τον επαγγελματικό τομέα, διότι οι θετικές εξελίξεις θα είναι δεδομένες, θα χρειαστεί μόνο εκ μέρους σου να προσπαθήσεις υπερβολικά συνδράμοντας με όλες τις δυνάμεις σου στην επίτευξη των επιθυμιών σου. "
mars,venus,72,Διελαύνων Άρης σε πεντάγωνο με την γενέθλια Αφροδίτη ,"Την έμπνευση θα την βρίσκεις παντού σήμερα, από την ιδιωτική σου ζωή μέχρι και τον εργασιακό τομέα. Οι συνθήκες της καθημερινότητας σου θα χαρακτηρίζονται από αρμονία και αισθησιασμό, στοιχεία που θα έρθουν σε πλήρη συγχώνευση με την πρακτική δραστηριοποίηση, κάτι που θα έχει σαν επερχόμενο την εμφάνιση ευκαιριών σε κάθε επίπεδο. Επιπρόσθετα, θα παρατηρήσεις θετικές εξελίξεις στην ερωτική σου ζωή αλλά και στον οικονομικό τομέα. "
mars,venus,45,Διελαύνων Άρης σε ημιτετράγωνο με την γενέθλια Αφροδίτη ,"Θα εκλωβιστείς σήμερα στον εαυτό σου και τα συναισθήματα σου θα εκφράζονται αόριστα, χτυπώντας σαν τα πλοκάμια ενός χταποδιού τις πλευρές της ζωής σου σε κάθε επίπεδο. Θα αναζητάς να επέλθει η αρμονία και στο προσωπικό αλλά και στο επαγγελματικό σου περιβάλλον, κάτι πολύ απίθανο αν σκεφτείς ότι οι συνθήκες σε κάθε χώρο που θα στέκεσαι θα έχουν την ίδια έλλειψη συντονισμού και συναισθηματικού ανοίγματος. Εκ μέρους σου, η κατάλληλη αντίδραση θα είναι η δράση και όχι η παρόρμηση. "
